HiringManager;Experience;UniversityReputation;GPA;Gender;JobPosition;RANDOM;Salary
G;5.929946858486691;4;2.303994855217148;female;HR;0.899525033975856;32545.391005254496
B;8.307861748141972;4;2.049918316138145;female;HR;0.6044018871076128;34166.47449582264
A;7.622171973074305;2;2.75555018067487;male;sales;0.7580699387845683;53084.06513449627
E;6.064817734685564;4;3.3954615873625786;female;sales;0.6846336311357712;36587.57015483904
A;9.035567478925003;4;1.995851784577926;other;HR;0.2054214886851723;48993.379762850964
E;9.189245107385414;2;2.7707247468023626;male;sales;0.45558476048566987;46306.98020288323
B;12.743500853317371;4;2.5920309935863437;male;sales;0.5143507572300294;58226.12144127512
D;10.140076173643365;2;2.4797348660142498;male;technician;0.8968037462340013;47651.400595486855
E;3.920587737559284;1;2.9108491646719097;female;services;0.9087962469829017;23580.943156867637
F;10.938717043145578;5;3.682942851311987;male;technician;0.6866299974743224;63762.075624415804
D;10.51323487771885;3;2.7835070287436623;male;services;0.9275800382678259;48096.2987222474
F;5.759248386827403;3;3.8798307898218263;female;sales;0.7230921067802752;34442.35934922042
D;12.920302221690497;5;3.961888457580996;male;technician;0.2048229328679706;67114.1844606453
E;5.263414878557785;1;2.4720986123260955;male;technician;0.9067386597530379;37234.04797623717
F;8.52015509307743;4;2.8583307621168457;female;HR;0.31131813923044493;35752.32000720874
D;11.899532602774496;3;3.3687413681023846;male;services;0.019244490850019447;51164.41840677512
F;6.195066494004143;5;2.5356969873888544;female;sales;0.556971359627166;37882.610710341745
D;9.233024020768422;5;3.264453673382609;female;services;0.7794807922919661;38897.6416624036
E;1.7189420827748307;5;2.8233998118619077;female;technician;0.24842826188196943;34936.96849557624
A;9.629479890415976;5;2.634947065276496;male;HR;0.1906769938991667;65948.20056199923
C;10.659850150075028;4;2.7688255304357114;male;technician;0.7066465214102512;57020.70159844932
G;7.3587400660213405;2;1.998615806005101;male;technician;0.9073296217433106;42709.88261500164
G;8.066495353676235;1;3.8708723426591094;female;services;0.2740946937864085;28737.004033145284
F;7.938370844054758;3;2.829324237371477;female;services;0.9722526905039991;31957.466420978057
D;9.52682238734853;3;2.9504900066581436;other;technician;0.058548896912905546;43370.5826407313
C;10.628521683162022;5;2.277390045837646;male;services;0.31444567505899723;54219.96212980477
E;9.390894793233814;5;3.109316549475965;male;services;0.690685693055231;54731.433470622884
C;11.07625079898372;5;4.0;other;services;0.6934795622949732;49076.25079898372
C;8.925664706214384;1;2.8469299821878096;other;HR;0.4660718976016587;33271.9151640018
D;12.498790356893572;4;2.7350164128450944;female;technician;0.6578727989718559;42045.84967571582
E;10.772396059114884;4;3.251117368056104;male;sales;0.6113350752353048;57379.92151061432
D;3.6872581428566997;2;1.6964017468579964;female;sales;0.47193134147810445;25777.496582373733
B;7.801721317135552;1;2.607655992524751;other;services;0.39649893933444214;51017.03330218505
G;11.478738340716031;1;2.5732364629165;female;services;0.472638244096626;29431.429576566672
E;11.465354314500708;1;2.279485214305316;female;HR;0.7502274319640689;29499.08955227753
D;8.525337253367928;3;3.1902811373954703;male;services;0.4598391100263116;46687.07943379065
F;9.158602916882932;2;2.9205797379700265;female;services;0.4579528133243136;30599.79803389954
B;7.968566126509904;1;2.5261382456741726;other;services;0.264224697741537;51020.842617858245
E;9.792717230828426;2;3.5663784557515514;female;sales;0.8339354165581896;34815.585262660345
F;10.699355351229167;4;3.8199234378923914;male;HR;0.8342264361884817;55495.183525865075
B;9.208505642896155;1;2.7966519846859272;male;HR;0.9946724185897765;40149.41496541604
F;13.14203088598899;2;2.1867942384894903;male;technician;0.5809532826435042;50840.61755911772
D;0.4974925686595695;1;3.492352942584915;female;sales;0.42157168352340313;23392.65818061539
F;9.81794276472523;3;3.1489983073774646;female;HR;0.9927972125380699;34780.519442009296
D;6.487224154035625;1;3.023484124181144;male;technician;0.2722771726077927;40305.13397116525
A;10.443763132948853;2;3.419322963414834;male;HR;0.175488048690445;56229.20242700269
D;2.381839409487874;2;2.92285835449058;female;services;0.6841336250144976;24843.422700698677
C;3.0200623555752006;2;3.51039173752418;female;services;0.5953329209781764;26384.71895603003
B;9.43643697069501;1;2.809002057689037;other;management;0.8928694714333514;69581.66162910963
F;8.709488764614457;3;2.2274126147820787;male;management;0.6336216754457911;66895.7651895215
G;15.603041638436682;3;3.297561299593495;other;HR;0.7080671751678921;47122.12752237615
E;8.131560261701734;2;3.243948913179726;female;HR;0.843245478157844;30882.070162349053
G;8.97378083349636;2;2.947670525753189;female;sales;0.5191006592561169;32927.85389043252
C;8.301907812896443;1;3.3620247991953045;female;services;0.7707995059250223;28072.063799593994
D;9.26005220462715;2;3.8085515371623173;other;technician;0.6372723452350847;41664.87080684697
D;5.805905103901132;5;3.4451680489050434;other;HR;0.8298336050657051;43550.16602574545
C;5.62209781490705;5;3.462631341532376;female;HR;0.7156652062876823;36888.56155174155
G;9.774609036788883;1;4.0;female;HR;0.10105613364768207;31016.58603489596
E;0.9634420693517569;2;2.3682964968783278;female;technician;0.9799239283149734;24964.532784006366
F;15.428799730065911;5;2.2587739189506792;other;management;0.5602898266666007;74919.52135195091
C;10.727434483367416;3;3.3434688841484874;male;HR;0.6782732149234829;50691.19163603721
A;9.734515891673382;4;3.3472731068437973;male;services;0.13492434194656922;62537.8494317198
A;13.077046467684362;1;3.6637415142610132;male;services;0.20895165002913185;55302.52247453719
F;12.392276621161557;5;2.449354164150182;male;technician;0.23762860749742598;62424.10013328974
E;11.194110127540506;4;3.008983494956939;male;technician;0.9489890183456248;58359.94179503979
A;10.35860759924557;1;2.737736947534419;male;services;0.8330880490178922;48721.07735181275
D;9.073529526641188;1;3.6577911831087095;female;HR;0.4652780963644162;29815.360011108412
F;0.0;2;2.7214435542789888;female;HR;0.006476587894606811;22925.983123119764
B;8.564080900171932;4;2.4124751616488314;male;sales;0.911329363783956;52344.18446561659
G;5.080740513575725;3;2.925922144941117;female;sales;0.864114370893819;32068.1128495744
A;13.941688098299444;5;3.521776533026312;female;sales;0.677034715261827;56165.341666650245
G;10.338481237509388;2;2.721800710963685;female;services;0.354424245120573;31264.770260521247
B;5.6806099528995535;3;2.7886200277786717;female;HR;0.32316057871592907;30568.555957332126
E;10.662122053266671;1;2.894347378929559;male;services;0.03754688155867769;41340.980173350945
B;3.785038877042158;3;3.1904582996253943;female;services;0.12099067774108196;29041.062154849005
E;9.579882957115338;5;3.711540364523678;female;services;0.7003448174492511;39952.51913323829
G;9.072548222562041;4;2.8091900114982646;male;services;0.3154544560691237;50029.113894670285
F;11.06214023866232;1;3.7292102973931733;other;management;0.14630941123489816;54780.841250173005
C;7.958437715592964;1;2.1416106087247218;female;sales;0.019205739267057043;27761.842900532927
B;9.612134645922584;1;2.30324851922706;male;HR;0.8765512994155128;39435.60518167708
D;3.0623089328801623;5;3.1625855251387334;female;sales;0.7833354341639212;36157.70662453871
D;2.93364527106825;4;2.272955121364764;female;sales;0.8403038155306624;31652.231961666363
E;0.440775733612365;3;2.74316936716288;female;HR;0.0006420411512207957;25946.808243702355
C;9.217614482781558;4;1.3585076801271951;male;management;0.8519380076005509;70082.3337174647
E;8.779810957648245;5;3.425833036936998;female;services;0.141482670109636;38786.75547679391
A;9.038247897257017;3;2.7343469443181454;male;services;0.1599990253166913;55449.996171686355
A;9.610246758710364;2;2.9289478221599947;male;technician;0.30824915848644097;57765.53756640007
E;10.51948930889571;5;3.269288240669971;male;management;0.6550653485826604;84704.51842242417
E;9.929695524512551;5;3.2660358281111894;male;technician;0.2902273706115521;61329.53267857011
E;9.493118241922755;2;3.4584481672835454;male;technician;0.5152491500271555;49381.2192409666
D;11.000912267066273;1;2.7567379436148673;female;services;0.33312432739805575;29337.229931151607
D;13.833263961755822;4;2.4506517508634302;male;HR;0.1935105451961513;55979.11057530281
G;8.104988266895774;4;2.28806441946315;other;sales;0.2760960229270314;42855.60647428784
G;10.489865763196917;4;2.2330464165923933;female;HR;0.638444106874502;36375.81610306294
B;10.570957765739646;1;2.9026128018813404;male;services;0.8461144316822985;41251.42004340279
E;5.52056965544338;5;3.108209997065902;female;services;0.6993417739091081;35476.44120213891
G;11.25878518782486;2;3.256033963866407;male;technician;0.6217824734593036;51177.526112536136
C;7.838064046116289;2;2.7992972456495515;female;technician;0.9379686971902562;32198.275732483395
E;13.771024062809644;1;2.8854181694140526;male;HR;0.31237732104339566;45951.237131604605
D;7.515588517918564;2;2.860692008904189;other;technician;0.2631128539916552;37660.66978929964
A;4.912172611349719;4;2.4532794320025015;female;sales;0.6730037706550687;40559.51459325077
C;7.255824215070609;3;2.9898063065862956;male;technician;0.9281595190592773;49150.77661328102
A;5.770128641530081;1;3.575910845101256;female;sales;0.4041095496841074;34063.620485436615
G;5.419640400219725;4;3.0459608764829054;female;HR;0.4621005816226157;33389.52438681186
B;9.97447454978156;1;2.650715619328173;male;sales;0.6867826447590849;43125.57390181553
A;12.79155106955054;4;2.812118227154624;male;HR;0.728114597277701;66706.70871504524
G;6.915713988843132;2;3.3491105295417323;female;HR;0.8008808184503462;30010.281686552364
E;5.462213153914872;1;2.7531590092256035;male;services;0.6672497633412946;34762.23740683929
B;13.0222083234152;2;2.1920670593223;male;services;0.9948655838646677;46087.61093047176
E;6.7471288901308935;3;2.727058692260235;male;management;0.9271611830102934;65162.24329437245
B;8.925808876824235;2;2.7631079592478915;male;services;0.05470564828264801;42542.429754384015
E;6.5929654193832565;5;3.0985631014800497;female;technician;0.7300103102901647;40008.735666891036
E;10.734090547078688;5;2.392673102748748;male;sales;0.35968133279788095;58993.19003133874
B;10.289015620222047;1;2.9730285506497123;male;technician;0.920059396251297;45190.29599240835
C;6.775759882638754;2;2.875931670194095;female;services;0.5195199154785272;28498.479739572904
D;15.495241592704687;5;1.855354686263959;male;services;0.7970002771042041;59047.141158279126
E;8.3341431757008;1;2.688152793239665;female;sales;0.8611220956919672;29110.191963681365
D;8.647202093769826;2;2.045860330485289;other;services;0.13159010909701052;33738.9227547404
D;7.109010048976932;2;3.0456721474207886;male;sales;0.7622507910934649;44323.65922958879
C;14.192406424254344;4;3.389699740295841;male;management;0.8404181506734631;86349.25062872285
A;1.4137334521793292;3;3.0351961138174874;female;sales;0.9702412418673283;34682.91284888344
D;4.732612539038865;1;3.425643543322382;female;services;0.5614888962146083;25146.31468183108
E;8.808588292819488;2;2.62593382462364;male;HR;0.1775390986387495;42913.99807308973
F;8.252343667036902;2;2.85483574251463;female;services;0.7721264580955967;29717.712879256236
A;9.309117235141914;2;2.916801617866314;female;services;0.1953137697940276;36865.57488029203
B;6.416548833642047;3;3.3688871250968155;male;HR;0.038023939826610786;45476.891454614866
G;8.6415013726825;2;4.0;male;HR;0.24990274193322015;46073.19768016338
E;5.525028657010893;4;3.3070969029210096;female;management;0.3412706309534813;49902.508640137465
G;2.272666004846611;2;2.997474712777047;female;HR;0.15258702825804693;25375.02257815741
F;11.578633561851966;1;3.0514506125861254;other;management;0.9587304817533121;53522.302180536324
E;7.109279175643403;1;2.9596408119536246;female;services;0.08679484629788825;26374.27667961805
C;12.12319785540231;3;3.413037084941222;male;technician;0.06393370908601903;56693.03907337587
C;9.428783604344414;2;3.17242800564794;male;sales;0.007825016710344301;47658.636941869816
C;7.912402309803346;2;3.6665870966187097;male;technician;0.11869324232551992;47844.16098401381
A;4.18709014403552;5;2.61337934484283;female;technician;0.2140299895058475;44222.338391435165
B;14.515935115085115;3;3.449295044945962;male;technician;0.645757348307337;59947.17327056969
C;11.935791512681558;1;2.8274122704010933;male;HR;0.8997993909813509;43562.914049464096
F;7.921651450691191;1;2.6650341962793402;male;technician;0.2510722126426187;41252.27019308983
C;16.69261079202693;5;2.568076294003003;male;management;0.028243144043800128;93291.77408405927
C;7.978499746309884;4;3.419657585723913;male;services;0.9309748959360492;50181.37790130925
A;6.167119202920894;5;2.645280507273937;female;HR;0.6499226248377068;43132.5704982545
B;10.970299158594383;5;3.4858971485741987;female;HR;0.32895276599325163;41565.795026128995
E;9.051102315268786;4;2.747684578998749;male;HR;0.6060822086388622;50852.881083277935
C;12.906383962151116;5;2.8111663754437917;male;HR;0.3296951443691679;59399.14925675937
G;8.376503305300762;3;2.9740931934628443;male;management;0.9919323913787538;68984.44144600762
B;12.275740696610324;1;3.1277675723124174;male;management;0.2112214955845858;65756.29651422327
B;5.5199434368687434;3;3.171347772438645;female;services;0.18173390052380456;30483.24313448413
G;4.658451049910859;5;3.426254092054605;female;services;0.04375892066537079;35284.31534891706
B;11.75953134641344;3;3.072888103685814;male;sales;0.0958895512521648;54309.27858970545
D;7.7902479023156355;3;2.9778830361964435;male;management;0.5494271234310991;67942.82515447533
A;8.360791648828949;4;2.5430545795442177;male;services;0.845227365923799;58243.53716340102
B;9.698184533675466;5;2.0997462523691404;male;services;0.0377360945127887;52677.21244609649
E;3.1313044249898496;3;3.296921716561883;female;services;0.38350722403520976;28666.375679396573
F;6.938666362770929;2;2.428065175277222;female;sales;0.28061140315804955;30105.62338283269
A;11.350701792964715;2;2.9418233370497053;male;management;0.04620111935122384;82586.19268885849
E;8.697075571155995;2;2.532984926094672;female;services;0.2822586519828728;29548.58860984354
C;7.1919467497332334;4;2.3140895964329258;female;sales;0.7153177948151945;35636.87561530596
A;12.26666327280356;4;3.2984476871170934;male;services;0.698414298680448;66043.52445173435
A;15.26234980762601;2;2.627052468191804;female;technician;0.21148586672434488;46581.462222778784
A;5.803435567807579;3;2.9077197620264132;female;services;0.3875599151974848;36331.25259369761
A;5.979910663952785;5;3.6151189522468132;female;services;0.03966869482560853;44074.35153981533
E;3.8798920910176005;3;2.5716107637402428;female;management;0.8347168768815058;42104.46986358506
G;5.015376018624435;3;2.3543183642263292;female;technician;0.24812567239980565;31531.95191851708
D;10.814373888988516;2;3.1016535563630305;female;HR;0.5298331762970496;32961.32942848653
B;14.361743431509751;4;2.963698591186511;other;services;0.624409153943603;67289.14061388277
G;7.931872262944237;5;2.881157743344203;female;management;0.4854737044763644;55710.08938078162
G;11.885444875348806;3;2.46438272204135;male;technician;0.05937212974332462;53874.7576216496
D;5.171703609202673;3;3.0699419004420747;female;services;0.7240149921380495;30014.8492985738
G;6.330167939456472;4;3.1348545824278995;female;HR;0.4629213020408286;34333.09344943873
F;8.434929319800077;1;3.0274146276912237;male;technician;0.15382666704426295;42886.48131924093
B;6.7036638837302664;1;3.4819337143423175;male;technician;0.08132298024898788;41801.14133238768
G;10.449609646382052;5;3.06816496439877;male;services;0.9430815810382236;55903.127490215506
D;8.6820707550976;2;2.679982653628671;male;HR;0.6802888435639798;42891.45214032245
C;14.098886978436877;1;2.0602318419540615;other;HR;0.9052986888056629;36943.737675591896
D;13.47072388138586;1;1.8694644536051495;male;sales;0.44497860046194626;45631.71001402062
E;7.5460446118830475;4;3.0812686947547188;female;services;0.5388222023469612;34602.29470118361
B;10.933650948133767;3;3.211675187428331;male;technician;0.810485887152779;54591.24174634738
B;4.33742363233946;2;2.549382755960659;female;services;0.46288113877285475;25870.76077262166
F;13.32917564877073;1;2.678354550692635;male;sales;0.3703968948560743;47544.906636202184
G;15.879115246329258;1;2.902144526451076;other;technician;0.11992749318962215;43651.74472915456
D;10.588054217145;5;3.1848278599573674;male;HR;0.8079626239287956;57476.23696296112
C;3.922385665264617;3;3.0977823147521812;female;HR;0.8313893954693947;29580.2629055647
C;7.67167845290038;5;3.6071581059902766;male;management;0.052037741074562494;80794.79039678568
G;6.4200635519056295;1;3.4439941429423464;female;services;0.030500206863474544;26611.844062121774
D;10.51866947786521;4;2.5581400347995897;male;management;0.4942688109846889;76742.9091854359
A;8.721549209859655;2;3.3515482546270468;female;services;0.2088982580565878;37153.138633496026
B;9.20845410653786;1;2.012621015914398;male;technician;0.5350491838336483;41228.47890264398
D;10.119996160356255;4;2.2190934393838053;other;HR;0.38974994511860983;42389.346699906346
F;10.449485015987621;3;2.1480388548699647;male;technician;0.6390001966394547;51144.14279796037
B;9.390778949446661;5;3.1115144237901253;male;HR;0.4393906478006214;55831.30074356094
B;6.96539701813103;3;2.319266910625754;male;sales;0.6328890935547627;46142.694367839766
E;8.054232380125088;1;3.2563117798635037;female;services;0.7493672068824997;27681.82754887428
F;6.2812843667232245;5;2.6875042365480244;male;sales;0.2945270324864191;53986.55552040578
F;6.346470653579599;5;2.823857272298756;female;HR;0.374328975319392;36408.95856681956
A;8.896547901361654;3;2.90241244642735;other;HR;0.05783161398551939;47370.48030012083
G;11.344388275742315;3;3.3874315176542016;other;services;0.6373345712759382;42119.25131105071
F;9.883698690660124;3;2.542104031681336;male;services;0.24521845713256774;46761.488104827346
A;7.136923235643815;3;3.2380243938224416;female;sales;0.5091157623747029;41434.44998085483
D;7.540132309211241;2;3.7603064210140253;male;technician;0.5158565562838238;47600.18359963587
B;13.369796028124767;5;3.495071935762505;other;sales;0.500966760096326;74388.73509162175
E;7.31395120508089;2;4.0;male;management;0.08028705326483465;65365.11216914561
C;11.102546227515454;1;2.5835741672005126;male;services;0.4927482753107846;41123.63347429978
C;7.829099842591006;5;2.0454523116119696;female;services;0.15869326280247498;35632.003795942706
C;8.832129734020777;1;2.878801546364579;female;HR;0.31000015575117623;28255.29836079219
G;11.526319554366982;5;2.4655908107619773;male;technician;0.4923713966872394;61323.90155217604
G;7.702946843353375;5;3.6129367773275125;female;sales;0.3362657464646309;41244.65712537171
E;4.828081809772183;3;2.880392534087801;female;sales;0.9482532441078829;31752.57979395607
A;9.19189312476827;4;3.3507734359050576;male;HR;0.8365098134015716;63001.88466697433
A;11.405718393828478;4;3.4267397939353548;male;HR;0.7666013672395575;66476.70999551976
D;9.344174577327435;4;3.000187713849677;male;HR;0.844596252726055;51829.72920615279
F;1.7418094957580816;1;3.6384080784971;female;sales;0.5989598258491664;24803.098349226595
C;10.261254584732656;5;2.834881990154514;male;management;0.02531545379068212;82675.83341707502
C;10.015804524426487;1;2.982949754105366;female;services;0.584444334615008;28884.44842774163
E;9.194447458731794;4;2.842392906423449;male;management;0.01775854145484068;75382.61988884165
G;6.653186747957726;3;3.3393076824352383;male;HR;0.7507800501672888;45694.12578610172
F;11.557786222997281;3;2.3920135504360305;male;sales;0.4049232238603574;52282.99006773467
F;6.340725708356933;4;2.3061409617695405;male;management;0.42175227269223625;68315.41373741282
A;4.564822183530776;1;3.7758570791290853;female;services;0.8959549077168129;30718.867068624728
D;4.719959910944917;3;2.5190121770227023;female;services;0.4903348624041788;28694.286625241773
C;12.064465872652997;4;2.541563833282534;other;services;0.9210270294360804;44147.59353921806
E;8.322260946125297;4;3.0238562467028003;female;management;0.5913163773895396;52746.71613540189
E;10.83930020731701;1;2.8700193203377475;female;services;0.5082165179154103;29392.438020793623
G;5.324958822137617;4;3.2213194259563904;male;management;0.6464014296624507;69781.67581329071
G;7.734558338877504;4;3.221535725621029;female;services;0.04849720026406035;35000.98532160163
F;6.44732661457204;1;2.9464197473258693;male;technician;0.25819156137443533;40049.01926417539
C;11.279330309463411;5;3.010550159949547;female;sales;0.48471203145215525;43421.79531775478
C;15.490029946294703;5;2.3910161161816608;male;HR;0.06293461444306536;61533.00410667742
F;5.31488959871654;4;3.2400721505101924;female;sales;0.6570948802569605;35613.8411199585
B;8.938587569406497;5;2.911524465093362;female;sales;0.9857838864884642;41091.18230662658
F;3.8649263365522835;5;3.170137034147018;other;HR;0.2690552503438318;41009.304412943246
D;9.206042974830485;3;2.1542447014295063;male;sales;0.008621989267905028;48618.8339614856
G;12.1933673494057;3;3.2962674724673002;male;HR;0.772063907539163;52369.94440827253
F;8.506641821941773;3;3.2007788292067874;male;services;0.9742983658647877;46689.839376426426
D;7.199660331686152;4;2.724775846008219;female;services;0.1947454976278259;33701.830220147196
B;8.30109653368115;3;3.095302028646701;female;services;0.1790495612995734;32717.945502328366
C;11.800093443186798;4;2.5854171567420043;other;services;0.008187781477756673;43970.927756670804
B;9.103625068449086;5;2.9459570253429903;male;management;0.008790791375649643;80991.97041444313
F;3.8367939193419343;5;3.0840200984136543;female;HR;0.006210233875543203;34684.191178718735
A;8.109191490124008;2;3.3137253625136225;male;technician;0.9326156362370749;56606.84126879959
A;10.633218195285504;3;2.1835615996723283;male;technician;0.270814557074575;61776.54076909417
A;5.571591054115869;1;2.8696425171692166;female;services;0.8455356922144994;29897.093610223383
G;8.67782172457305;4;3.93978520207632;male;services;0.6274341427142164;52268.87055447083
F;5.149296442813927;2;3.7714572846372993;female;technician;0.9249552817011794;31502.217296302766
G;8.295158040877919;1;2.9503411429233948;female;technician;0.4026233401638811;30103.110705487605
D;11.983428252425638;3;3.150245606935243;male;management;0.7651429854031351;76111.05503933302
E;14.030232286482494;1;2.977817516069356;female;sales;0.7787465990468022;34871.02619849427
A;8.289911494639188;3;3.600629023160871;female;sales;0.21867967127648624;43503.472366322574
B;10.686558052058308;5;3.1876521140300413;male;HR;0.049179597406768805;57603.71943086492
A;9.250759050332528;4;3.348469789274782;male;sales;0.44391520133987594;66792.26090763744
D;8.080578859562989;1;2.946370510389848;male;management;0.5954219692648307;57551.97578461682
C;7.045225616696777;2;2.3991617060080355;male;services;0.9424077199858443;39412.25883445542
C;9.608893519455663;5;2.2483675726028025;male;HR;0.713079736167522;53985.28948554539
A;6.673145457926614;3;3.0108365175812484;female;technician;0.6393772653689831;41171.58634924598
B;10.683140546150948;2;3.734805859900679;female;HR;0.4041897894926135;33945.43621458065
A;9.447455849469566;2;2.174174750293668;male;management;0.17461444836040996;75158.9395561229
F;10.901683391056974;3;3.54910693758871;female;services;0.025355467351852456;35699.91267629923
B;9.605930025196958;2;2.9131195721811625;female;services;0.5047207542093245;30967.343794125387
A;8.490571442341432;4;3.1187708904694533;male;technician;0.24188797731985745;66097.33134567605
F;8.777817321133458;3;2.767862978241105;male;sales;0.4029214047609996;49654.3520877899
A;2.637875443189266;3;3.4994722442813266;female;sales;0.08108065614830229;37054.32083681792
D;13.286778568572078;4;3.120328082291085;other;HR;0.6114947152042468;47457.98342781734
F;9.104297169642075;2;2.470104950701876;male;sales;0.7206401078514278;45417.68116407539
G;5.6554793304965;1;3.1795042895156547;male;services;0.8525545903956551;36017.38549143337
E;10.222494548446427;2;3.059372297822813;other;HR;0.6794007221542335;38088.0639269739
D;6.939729784877658;3;2.0844285916719527;other;management;0.8087550673532763;52662.88045233235
C;2.126731778762469;4;2.0631749035612845;female;HR;0.3632052424163872;28830.421734962332
G;5.78850150545782;1;3.2718312580311686;female;sales;0.7609641901274756;27844.926571755506
D;6.04358517185965;3;2.440768028134989;female;HR;0.7133790251948203;30280.08010478839
E;11.351733640840578;5;2.4382457431414424;male;technician;0.5698945100481537;61021.257167802985
E;8.273115175921163;1;3.544345514042967;other;technician;0.24423529620008055;36697.98682440782
E;6.8895080763453596;1;2.7962239882958753;male;sales;0.5252664251752374;39504.61504460649
B;10.353368831850624;1;4.0;male;management;0.8627335085026272;65436.063897331114
G;5.231059900858674;2;3.302285552838964;female;sales;0.0793334380517896;30143.1092640006
F;2.3442762886791506;4;3.3038330832325173;female;services;0.9557612952408118;30559.151086872556
C;12.111866894553996;1;3.833207883493536;female;sales;0.45047490406122936;34680.463483294705
C;14.828452893837866;1;3.2298632596496355;female;HR;0.4238104301537754;34062.851551189895
